Date,Season,Week,Home,Visitor,HT,FT,Total Goal,Goal Difference,Result,Home Red Card,Visitor Red Card
12/01/1963,1962,18,Kasimpasa,Yesildirek,0-0,2-0,2,2,H,0,0
12/01/1963,1962,18,Galatasaray,Fatih Karagumruk,1-1,5-1,6,4,H,0,0
12/01/1963,1962,18,Altay,Karsiyaka,1-0,1-0,1,1,H,1,2
13/01/1963,1962,18,Turk Telekom,MKE Ankaragucu,0-0,1-0,1,1,H,0,0
13/01/1963,1962,18,Altinordu,Fenerbahce,0-0,0-0,0,0,D,1,0
13/01/1963,1962,18,Besiktas,Istanbulspor,0-1,1-1,2,0,D,0,0
13/01/1963,1962,18,Ferikoy,Beyogluspor,2-1,3-1,4,2,H,0,1
19/01/1963,1962,19,Goztepe,Ankara Demirspor,0-0,1-0,1,1,H,0,0
19/01/1963,1962,19,Karsiyaka,Turanspor,0-0,0-1,1,-1,A,0,0
19/01/1963,1962,19,Genclerbirligi,Beykoz 1908,0-0,1-0,1,1,H,0,0
20/01/1963,1962,19,Goztepe,Turanspor,1-1,3-1,4,2,H,0,0
20/01/1963,1962,19,Karsiyaka,Ankara Demirspor,1-0,1-0,1,1,H,0,0
20/01/1963,1962,19,Beyogluspor,Galatasaray,3-2,3-2,5,1,H,0,0
20/01/1963,1962,19,MKE Ankaragucu,Ankara Keciorengucu,0-0,1-1,2,0,D,1,0
20/01/1963,1962,19,Kasimpasa,Istanbulspor,0-1,1-1,2,0,D,0,0
26/01/1963,1962,20,Kasimpasa,Vefa,1-0,1-0,1,1,H,0,0
26/01/1963,1962,20,Turk Telekom,Altinordu,1-0,3-0,3,3,H,0,1
26/01/1963,1962,20,MKE Ankaragucu,Izmirspor,0-0,1-1,2,0,D,0,0
26/01/1963,1962,20,Besiktas,Yesildirek,4-1,6-1,7,5,H,0,0
27/01/1963,1962,20,Beyogluspor,Fatih Karagumruk,1-0,1-0,1,1,H,0,0
27/01/1963,1962,20,Altay,Ferikoy,0-2,0-4,4,-4,A,0,0
27/01/1963,1962,20,Turk Telekom,Izmirspor,0-1,0-1,1,-1,A,0,1
27/01/1963,1962,20,MKE Ankaragucu,Altinordu,0-0,0-0,0,0,D,0,0
27/01/1963,1962,20,Fenerbahce,Istanbulspor,1-0,2-0,2,2,H,0,1
02/02/1963,1962,21,Altay,Fatih Karagumruk,0-0,1-2,3,-1,A,0,0
02/02/1963,1962,21,Goztepe,Beyogluspor,3-0,5-0,5,5,H,0,1
02/02/1963,1962,21,Galatasaray,Karsiyaka,2-0,3-1,4,2,H,1,0
02/02/1963,1962,21,Ankara Demirspor,Genclerbirligi,1-0,4-0,4,4,H,0,0
02/02/1963,1962,21,Beykoz 1908,Turanspor,1-0,2-1,3,1,H,0,0
03/02/1963,1962,21,Turk Telekom,Vefa,0-0,2-2,4,0,D,0,0
03/02/1963,1962,21,MKE Ankaragucu,Fenerbahce,0-3,2-5,7,-3,A,0,0
03/02/1963,1962,21,Beykoz 1908,Karsiyaka,0-0,0-2,2,-2,A,0,0
03/02/1963,1962,21,Altay,Beyogluspor,0-0,1-2,3,-1,A,0,0
03/02/1963,1962,21,Goztepe,Fatih Karagumruk,0-0,0-1,1,-1,A,0,0
03/02/1963,1962,21,Galatasaray,Turanspor,3-0,5-1,6,4,H,0,0
09/02/1963,1962,22,Kasimpasa,Turk Telekom,0-0,0-0,0,0,D,0,0
09/02/1963,1962,22,MKE Ankaragucu,Besiktas,1-1,2-2,4,0,D,0,0
09/02/1963,1962,22,Altay,Ankara Demirspor,1-0,3-1,4,2,H,0,0
09/02/1963,1962,22,Ankara Keciorengucu,Vefa,1-0,2-0,2,2,H,0,0
09/02/1963,1962,22,Fenerbahce,Yesildirek,1-1,3-1,4,2,H,0,0
10/02/1963,1962,22,MKE Ankaragucu,Vefa,0-0,2-1,3,1,H,0,0
10/02/1963,1962,22,Ankara Keciorengucu,Besiktas,1-2,1-2,3,-1,A,0,0
10/02/1963,1962,22,Karsiyaka,Genclerbirligi,0-0,0-0,0,0,D,0,0
10/02/1963,1962,22,Galatasaray,Goztepe,1-1,3-1,4,2,H,0,0
10/02/1963,1962,22,Beyogluspor,Beykoz 1908,0-0,0-0,0,0,D,0,0
16/02/1963,1962,23,Altinordu,Yesildirek,2-0,3-0,3,3,H,0,0
16/02/1963,1962,23,Ankara Demirspor,Ferikoy,1-0,2-0,2,2,H,0,0
16/02/1963,1962,23,Istanbulspor,MKE Ankaragucu,1-0,1-1,2,0,D,0,0
16/02/1963,1962,23,Izmirspor,Vefa,0-0,2-0,2,2,H,0,0
16/02/1963,1962,23,Genclerbirligi,Beyogluspor,1-0,2-1,3,1,H,0,0
16/02/1963,1962,23,Kasimpasa,Ankara Keciorengucu,1-0,2-1,3,1,H,0,0
17/02/1963,1962,23,Genclerbirligi,Ferikoy,1-0,2-0,2,2,H,0,0
17/02/1963,1962,23,Altinordu,Vefa,1-1,1-1,2,0,D,0,0
17/02/1963,1962,23,Kasimpasa,MKE Ankaragucu,0-0,0-0,0,0,D,0,0
17/02/1963,1962,23,Istanbulspor,Ankara Keciorengucu,1-0,1-0,1,1,H,0,0
17/02/1963,1962,23,Izmirspor,Yesildirek,0-0,2-0,2,2,H,0,0
17/02/1963,1962,23,Ankara Demirspor,Beyogluspor,1-1,1-1,2,0,D,0,0
23/02/1963,1962,24,Galatasaray,Beykoz 1908,2-0,6-1,7,5,H,0,0
23/02/1963,1962,24,Ferikoy,Fatih Karagumruk,1-0,1-0,1,1,H,0,0
24/02/1963,1962,24,Fatih Karagumruk,Beykoz 1908,1-1,1-1,2,0,D,0,0
24/02/1963,1962,24,Galatasaray,Ferikoy,0-0,1-0,1,1,H,0,0
24/02/1963,1962,24,Ankara Keciorengucu,Altinordu,0-0,0-0,0,0,D,0,0
25/02/1963,1962,24,Besiktas,Fenerbahce,2-0,2-1,3,1,H,0,0
26/02/1963,1962,24,Beyogluspor,Turanspor,0-1,2-1,3,1,H,0,0
26/02/1963,1962,24,Vefa,Yesildirek,1-0,3-0,3,3,H,1,1
27/02/1963,1962,24,Istanbulspor,Izmirspor,0-0,1-0,1,1,H,0,0
27/02/1963,1962,25,Galatasaray,Genclerbirligi,1-1,2-1,3,1,H,0,0
02/03/1963,1962,25,Besiktas,Izmirspor,1-0,4-0,4,4,H,0,0
02/03/1963,1962,25,Altay,Beykoz 1908,0-0,1-0,1,1,H,0,0
02/03/1963,1962,25,Karsiyaka,Goztepe,0-1,2-1,3,1,H,0,0
02/03/1963,1962,25,Istanbulspor,Altinordu,3-1,4-1,5,3,H,0,0
03/03/1963,1962,25,Yesildirek,Turk Telekom,0-0,2-1,3,1,H,0,0
03/03/1963,1962,25,Goztepe,Beykoz 1908,1-1,1-1,2,0,D,0,0
03/03/1963,1962,25,Ankara Demirspor,Galatasaray,0-1,1-1,2,0,D,0,0
03/03/1963,1962,25,Turanspor,Ferikoy,2-1,2-1,3,1,H,0,0
03/03/1963,1962,25,Besiktas,Altinordu,0-0,1-0,1,1,H,0,0
05/03/1963,1962,19,Fenerbahce,Kasimpasa,2-0,2-0,2,2,H,0,0
05/03/1963,1962,19,Vefa,Istanbulspor,0-1,1-1,2,0,D,1,0
09/03/1963,1962,26,Turanspor,Altay,3-2,3-3,6,0,D,0,0
09/03/1963,1962,26,Genclerbirligi,Goztepe,3-1,3-2,5,1,H,0,0
09/03/1963,1962,26,Ferikoy,Karsiyaka,1-0,1-1,2,0,D,0,0
09/03/1963,1962,26,Izmirspor,Ankara Keciorengucu,0-0,0-0,0,0,D,0,0
09/03/1963,1962,26,Altinordu,Kasimpasa,0-0,2-0,2,2,H,0,0
09/03/1963,1962,26,Fatih Karagumruk,Ankara Demirspor,1-1,1-2,3,-1,A,1,0
10/03/1963,1962,26,Fatih Karagumruk,Karsiyaka,1-0,1-3,4,-2,A,1,0
10/03/1963,1962,26,Genclerbirligi,Altay,1-0,1-0,1,1,H,0,0
10/03/1963,1962,26,Yesildirek,MKE Ankaragucu,0-1,0-3,3,-3,A,0,0
10/03/1963,1962,26,Turk Telekom,Besiktas,0-0,0-2,2,-2,A,0,0
10/03/1963,1962,26,Izmirspor,Kasimpasa,3-0,5-1,6,4,H,0,0
16/03/1963,1962,27,Galatasaray,Altay,0-0,1-0,1,1,H,0,0
16/03/1963,1962,27,Beyogluspor,Karsiyaka,1-1,1-2,3,-1,A,0,0
17/03/1963,1962,27,Fatih Karagumruk,Genclerbirligi,1-0,1-0,1,1,H,0,0
17/03/1963,1962,27,Fenerbahce,Izmirspor,1-0,3-0,3,3,H,0,0
17/03/1963,1962,27,Turk Telekom,Istanbulspor,0-0,0-0,0,0,D,0,0
20/03/1963,1962,28,Fenerbahce,Ankara Keciorengucu,1-0,3-0,3,3,H,0,0
20/03/1963,1962,28,Ferikoy,Goztepe,0-1,0-1,1,-1,A,0,0
23/03/1963,1962,28,Besiktas,Vefa,1-2,2-2,4,0,D,0,0
23/03/1963,1962,28,Fatih Karagumruk,Turanspor,1-1,1-1,2,0,D,1,0
24/03/1963,1962,28,Fenerbahce,Turk Telekom,0-0,0-0,0,0,D,0,0
24/03/1963,1962,28,Yesildirek,Ankara Keciorengucu,0-0,0-0,0,0,D,0,0
24/03/1963,1962,28,Ankara Demirspor,Beykoz 1908,2-0,2-1,3,1,H,0,0
06/04/1963,1962,1,Besiktas,Ankara Demirspor,1-0,4-0,4,4,H,0,0
06/04/1963,1962,1,Ankara Keciorengucu,Kasimpasa,2-0,2-0,2,2,H,0,0
06/04/1963,1962,1,Genclerbirligi,Fenerbahce,0-0,0-0,0,0,D,0,0
06/04/1963,1962,1,Beykoz 1908,Izmirspor,1-0,1-1,2,0,D,0,0
07/04/1963,1962,1,Genclerbirligi,Kasimpasa,2-0,3-1,4,2,H,0,0
07/04/1963,1962,1,Karsiyaka,Galatasaray,1-1,1-1,2,0,D,0,0
07/04/1963,1962,1,Beykoz 1908,Ankara Demirspor,1-0,1-1,2,0,D,0,0
07/04/1963,1962,1,Besiktas,Izmirspor,0-0,0-0,0,0,D,0,0
07/04/1963,1962,1,Ankara Keciorengucu,Fenerbahce,0-1,2-1,3,1,H,0,0
13/04/1963,1962,2,Istanbulspor,Ankara Keciorengucu,2-1,4-1,5,3,H,0,0
13/04/1963,1962,2,Izmirspor,Altay,0-0,2-0,2,2,H,0,0
13/04/1963,1962,2,Galatasaray,Genclerbirligi,0-1,1-1,2,0,D,0,0
13/04/1963,1962,2,Karsiyaka,Ankara Demirspor,0-1,2-2,4,0,D,0,0
14/04/1963,1962,2,Galatasaray,Ankara Keciorengucu,0-0,0-0,0,0,D,0,0
14/04/1963,1962,2,Izmirspor,Karsiyaka,1-1,2-2,4,0,D,0,0
14/04/1963,1962,2,Altay,Ankara Demirspor,1-1,1-1,2,0,D,1,1
14/04/1963,1962,2,Istanbulspor,Genclerbirligi,1-0,1-0,1,1,H,0,0
17/04/1963,1962,3,Izmirspor,Ankara Demirspor,2-0,2-1,3,1,H,0,0
17/04/1963,1962,3,Beykoz 1908,Kasimpasa,0-0,0-0,0,0,D,0,0
17/04/1963,1962,3,Besiktas,Istanbulspor,0-0,0-0,0,0,D,0,0
20/04/1963,1962,3,Fenerbahce,Ankara Demirspor,0-0,0-1,1,-1,A,0,0
20/04/1963,1962,3,Karsiyaka,Beykoz 1908,0-1,3-1,4,2,H,0,0
20/04/1963,1962,3,Kasimpasa,Izmirspor,0-0,0-0,0,0,D,0,0
20/04/1963,1962,3,Altay,Besiktas,0-1,1-1,2,0,D,0,0
21/04/1963,1962,3,Altay,Beykoz 1908,0-0,1-0,1,1,H,0,0
21/04/1963,1962,3,Karsiyaka,Besiktas,0-1,0-2,2,-2,A,0,0
21/04/1963,1962,3,Fenerbahce,Izmirspor,0-0,1-0,1,1,H,0,0
21/04/1963,1962,3,Genclerbirligi,Ankara Keciorengucu,1-0,1-1,2,0,D,0,0
21/04/1963,1962,3,Kasimpasa,Ankara Demirspor,2-1,2-1,3,1,H,0,0
22/04/1963,1962,3,Altay,Karsiyaka,1-0,1-0,1,1,H,0,0
22/04/1963,1962,3,Galatasaray,Istanbulspor,4-0,6-0,6,6,H,0,0
24/04/1963,1962,4,Galatasaray,Fenerbahce,0-0,0-0,0,0,D,0,0
27/04/1963,1962,4,Genclerbirligi,Ankara Demirspor,0-1,3-1,4,2,H,0,0
27/04/1963,1962,4,Ankara Keciorengucu,Karsiyaka,3-0,5-0,5,5,H,0,0
27/04/1963,1962,4,Fenerbahce,Istanbulspor,0-0,1-0,1,1,H,0,0
27/04/1963,1962,4,Galatasaray,Altay,3-0,3-1,4,2,H,0,0
28/04/1963,1962,4,Ankara Keciorengucu,Ankara Demirspor,1-1,3-2,5,1,H,0,0
28/04/1963,1962,4,Istanbulspor,Altay,0-0,0-0,0,0,D,0,0
28/04/1963,1962,4,Genclerbirligi,Karsiyaka,2-0,4-0,4,4,H,0,0
28/04/1963,1962,4,Fenerbahce,Beykoz 1908,1-0,3-1,4,2,H,0,0
01/05/1963,1962,5,Besiktas,Kasimpasa,3-0,3-0,3,3,H,0,0
01/05/1963,1962,5,Karsiyaka,Istanbulspor,1-0,2-0,2,2,H,0,0
04/05/1963,1962,5,Ankara Keciorengucu,Altay,1-1,1-2,3,-1,A,0,0
04/05/1963,1962,5,Istanbulspor,Beykoz 1908,0-0,1-0,1,1,H,0,0
04/05/1963,1962,5,Galatasaray,Kasimpasa,1-0,5-2,7,3,H,0,0
04/05/1963,1962,5,Genclerbirligi,Izmirspor,3-1,4-1,5,3,H,0,0
05/05/1963,1962,5,Istanbulspor,Kasimpasa,1-0,3-0,3,3,H,0,0
05/05/1963,1962,5,Galatasaray,Beykoz 1908,1-0,4-0,4,4,H,0,0
05/05/1963,1962,5,Genclerbirligi,Altay,0-0,0-0,0,0,D,0,0
05/05/1963,1962,5,Ankara Keciorengucu,Izmirspor,0-0,3-1,4,2,H,0,0
06/05/1963,1962,5,Fenerbahce,Besiktas,1-0,2-0,2,2,H,0,0
08/05/1963,1962,6,Fenerbahce,Kasimpasa,0-1,0-1,1,-1,A,0,0
08/05/1963,1962,6,Besiktas,Beykoz 1908,1-0,2-0,2,2,H,0,0
11/05/1963,1962,6,Ankara Keciorengucu,Beykoz 1908,0-0,1-0,1,1,H,0,0
11/05/1963,1962,6,Istanbulspor,Izmirspor,2-0,3-0,3,3,H,0,0
11/05/1963,1962,6,Karsiyaka,Kasimpasa,0-1,1-1,2,0,D,0,0
11/05/1963,1962,6,Altay,Fenerbahce,0-1,0-1,1,-1,A,0,0
11/05/1963,1962,6,Genclerbirligi,Besiktas,1-1,1-1,2,0,D,0,0
11/05/1963,1962,6,Galatasaray,Ankara Demirspor,0-0,2-0,2,2,H,0,0
12/05/1963,1962,6,Altay,Kasimpasa,2-0,2-0,2,2,H,0,0
12/05/1963,1962,6,Istanbulspor,Ankara Demirspor,2-1,2-2,4,0,D,0,0
12/05/1963,1962,6,Ankara Keciorengucu,Besiktas,0-1,0-2,2,-2,A,0,0
12/05/1963,1962,6,Galatasaray,Izmirspor,2-0,3-0,3,3,H,0,0
12/05/1963,1962,6,Karsiyaka,Fenerbahce,1-1,2-1,3,1,H,0,0
12/05/1963,1962,6,Genclerbirligi,Beykoz 1908,1-0,1-1,2,0,D,0,0
15/05/1963,1962,7,Galatasaray,Besiktas,1-2,1-2,3,-1,A,0,0
18/05/1963,1962,7,Besiktas,Ankara Keciorengucu,1-0,1-0,1,1,H,0,0
18/05/1963,1962,7,Beykoz 1908,Genclerbirligi,1-1,2-2,4,0,D,0,0
18/05/1963,1962,7,Izmirspor,Galatasaray,1-0,1-5,6,-4,A,0,0
18/05/1963,1962,7,Altay,Istanbulspor,0-0,0-0,0,0,D,0,0
19/05/1963,1962,7,Izmirspor,Istanbulspor,0-0,4-2,6,2,H,0,0
19/05/1963,1962,7,Beykoz 1908,Ankara Keciorengucu,2-0,5-0,5,5,H,0,0
19/05/1963,1962,7,Besiktas,Genclerbirligi,1-0,2-0,2,2,H,0,0
19/05/1963,1962,7,Altay,Galatasaray,0-0,0-0,0,0,D,0,0
22/05/1963,1962,8,Beykoz 1908,Istanbulspor,0-1,1-1,2,0,D,0,0
22/05/1963,1962,8,Kasimpasa,Fenerbahce,0-1,0-3,3,-3,A,0,0
